,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Date,Florida,Georgia,Guam,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
5/29/20,14670,135,0.0,4541,6171,100163,16840,2020-05-29,44111,43742,0.0,1372,116202,28978,16145,9531,8719,33313,483,31069,45115,60243,21533,13644,12214,447,13203,1602,6,78451,5304,321285,26640,720,0.0,32540,5838,3518,62811,1111,9348,4300,20726,60677,8623,231,37242,18713,1504,15164,289
5/30/20,15048,138,0.0,4702,6365,103239,17122,2020-05-30,44860,44177,0.0,1399,117635,29454,16403,9558,8941,33992,491,31627,45249,60627,22142,14021,12367,449,13454,1619,6,78892,5403,322456,27520,729,0.0,32977,5905,3567,63431,1118,9563,4354,21208,62445,8847,231,38231,18919,1531,15672,292
5/31/20,15487,150,0.0,4963,6528,105132,17315,2020-05-31,45497,44890,0.0,1417,118955,29792,16651,9568,8941,34272,493,32041,45302,61094,22753,14297,12526,458,13649,1648,6,79440,5443,323517,28257,731,0.0,33431,5905,3618,63750,1116,9991,4375,21208,64134,9076,231,39152,19218,1547,15843,295
6/1/20,15780,154,0.0,5011,6687,107809,17446,2020-06-01,46041,45679,0.0,1417,119913,29995,16770,9785,9232,34650,498,32320,45505,61297,23067,14517,12712,461,13889,1656,6,79641,5526,324445,28868,738,0.0,33880,6043,3670,64227,1121,10232,4399,21208,65120,9243,231,39900,19651,1556,15977,298
6/2/20,15967,160,0.0,5359,6986,110068,17564,2020-06-02,46572,45976,0.0,1489,121506,30322,17033,9830,9359,34988,503,32840,45691,61592,23342,14796,12963,464,14153,1681,10,79988,5730,325406,29664,739,0.0,34231,6152,3702,64736,1122,10468,4420,22910,66935,9421,231,40682,19868,1578,16335,299
6/3/20,16174,171,0.0,5829,7207,112150,17741,2020-06-03,47706,46624,0.0,1489,122468,30752,17247,9954,9556,35295,508,33295,45877,61994,23665,15064,13183,466,14419,1692,10,80162,5810,326115,30807,749,0.0,34647,6262,3756,65208,1130,10519,4471,23394,68456,9659,232,41303,20082,1590,16797,300
6/4/20,16445,189,0.0,6029,7455,114805,17890,2020-06-04,48844,47528,0.0,1526,123380,31110,17652,10028,9828,35613,510,33892,46062,62301,24041,15287,13443,475,14666,1719,8,80342,5977,327142,31992,752,0.0,35102,6350,3815,65695,1137,10575,4520,23743,70119,9928,233,42201,20285,1601,17277,303
6/5/20,17018,194,0.0,6533,7647,118198,18041,2020-06-05,49952,48237,0.0,1613,124510,31520,17913,10166,10089,35973,518,34428,46180,63104,24691,15488,13589,477,14931,1761,85,80737,6244,328103,33261,759,0.0,35521,6443,3899,66112,1145,11357,4546,24196,71909,10194,233,42820,20660,1611,17622,312
6/6/20,17411,204,0.0,6723,8032,120814,18194,2020-06-06,50974,48948,0.0,1633,125481,31884,18191,10221,10384,36392,526,34828,46259,63192,25171,15746,13857,476,15095,1795,10,81006,6325,329020,34169,774,0.0,35855,6495,3899,66712,1173,11437,4606,24681,73939,10505,238,43623,20892,1624,17936,312
6/7/20,17788,206,0.0,7367,8274,122788,18301,2020-06-07,51941,49480,0.0,1633,126337,32243,18383,10263,10384,36672,535,35114,46335,63245,25516,15968,13935,478,15186,1819,9,81150,6424,329723,35220,787,0.0,36201,6575,3985,67053,1174,12066,4651,24966,74978,10739,238,44799,21145,1627,18193,318
6/8/20,18217,215,0.0,7483,8527,125762,18419,2020-06-08,52735,50048,0.0,1669,126987,32450,18598,10400,10561,36863,539,35344,46501,63372,25818,16419,14142,481,15307,1848,9,81239,6514,330323,36003,799,0.0,36539,6629,4212,67442,1183,12492,4680,25447,75969,10940,239,45322,21407,1641,18395,326
6/9/20,18714,219,0.0,7676,8783,128420,18524,2020-06-09,53644,50763,0.0,1691,127778,32791,18781,10463,10768,37339,539,35661,46645,63433,26098,16758,14349,485,15437,1865,9,81383,6543,330858,36825,804,0.0,36834,6769,4261,67902,1194,12850,4722,25991,77685,11136,240,45780,21563,1645,18638,337
6/10/20,19434,232,0.0,8034,9014,131272,18628,2020-06-10,54717,51456,0.0,1719,128392,33030,19070,10603,10929,37685,545,35991,46757,63448,26412,17099,14524,490,15577,1913,8,81541,6639,331256,38019,813,0.0,37221,6882,4327,68284,1205,13301,4786,26326,80187,11384,240,46186,21739,1658,18913,344
6/11/20,20067,245,0.0,8512,9360,134685,18727,2020-06-11,56138,52395,0.0,1719,129150,33348,19339,10670,10985,38084,545,36452,46873,63688,26829,17099,14701,493,15832,1977,4,81822,6702,331935,39563,822,0.0,37630,7020,4453,68751,1207,13874,4831,26702,82132,11700,239,46627,21969,1669,19225,360
6/12/20,20981,254,0.0,9153,9979,137869,18823,2020-06-12,57621,53177,0.0,1776,129720,33680,19636,10817,11194,38545,549,36669,46980,63912,27285,17679,14743,501,16038,1996,5,81905,6826,332641,40961,830,0.0,38031,7233,4579,69314,1256,14485,4886,27429,84207,11961,242,47165,22263,1692,19505,374
6/13/20,21796,275,0.0,9821,10453,141046,18932,2020-06-13,59794,54163,0.0,1776,130390,34025,19910,10864,11457,39668,552,37103,47027,64070,27630,17926,14954,513,16156,2041,5,82101,6887,333302,42252,837,0.0,38427,7451,4579,69714,1274,15147,4936,27846,86332,12310,244,47789,22484,1706,19759,387
6/14/20,22534,277,0.0,9898,10795,143220,19009,2020-06-14,61625,55025,0.0,1796,131042,34352,20080,10945,11457,39925,560,37273,47058,64281,27895,18082,14984,518,16245,2063,5,82204,6956,333906,43272,846,0.0,38705,7600,4809,69942,1285,15823,4971,28630,87917,12603,246,48374,22725,1722,19987,390
6/15/20,22815,279,0.0,10278,11115,146340,19119,2020-06-15,63104,55726,0.0,1796,131511,34806,20225,11160,11652,40394,560,37445,47143,64311,28097,18353,15309,521,16366,2090,5,82290,7063,334474,44183,851,0.0,39112,7774,4987,70293,1291,16267,4993,29280,89626,12850,245,48729,22971,1739,20160,405
6/16/20,23311,284,0.0,11011,11343,149331,19225,2020-06-16,65262,56339,0.0,1826,132118,35111,20314,11251,11652,40866,565,37588,47234,64493,28269,18697,15546,524,16553,2103,4,82367,7113,334922,45013,856,0.0,39522,7993,5243,70617,1292,16735,5024,29985,92851,13128,245,49124,23159,1753,20397,411
6/17/20,24111,299,0.0,11197,11643,153066,19358,2020-06-17,67384,57257,0.0,1907,132643,35313,20566,11482,11982,41636,564,37866,47347,64715,28657,19162,15742,530,16746,2111,3,82527,7204,335296,46311,875,0.0,39912,8235,5341,70892,1298,17215,5079,30329,96258,13452,245,49534,23477,1776,20635,430
6/18/20,24777,305,0.0,11819,11905,156974,19489,2020-06-18,70150,58094,0.0,1952,133221,35684,20935,11582,12176,41636,567,37988,47487,64996,28996,19162,16026,549,16928,2194,1,82721,7287,335902,47840,890,0.0,40569,8652,5473,71227,1308,17952,5114,30972,99641,13893,246,49961,23793,1806,21031,449
6/19/20,25262,312,0.0,12937,12412,160462,19671,2020-06-19,73384,59138,0.0,2017,133882,35975,21317,11842,12415,41427,572,38165,47558,65288,29322,19162,16279,558,17099,2226,1,82898,7337,336613,49247,901,0.0,41152,8983,5649,71686,1312,18732,5149,32185,103676,14373,247,50478,24263,1843,21287,470
6/20/20,25681,319,0.0,13670,12826,164470,19767,2020-06-20,76772,60911,0.0,2075,134506,36224,21519,11918,12583,42137,575,38380,47597,65727,29699,19162,16648,582,17216,2268,1,83047,7474,337217,50444,905,0.0,41651,9296,5802,72011,1342,19544,5198,32591,108259,14901,249,51075,24555,1871,21633,475
6/21/20,26072,322,0.0,14200,13122,167830,19876,2020-06-21,79780,61777,0.0,2077,135149,36530,21942,11955,12690,42459,577,38557,47628,65890,30102,19162,17048,594,17320,2300,2,83110,7571,337811,51516,914,0.0,42172,9760,5977,72296,1344,20221,5252,33232,111116,15230,253,51580,24691,1897,21897,490
6/22/20,26656,326,0.0,14622,13532,173499,19965,2020-06-22,82372,62951,0.0,2174,135602,36723,22119,12236,12774,42833,584,38717,47723,66131,30375,20764,17168,605,17470,2300,3,83191,7654,338357,52499,929,0.0,42860,9969,6101,72853,1351,20910,5277,33664,116197,15603,253,52025,25133,1914,22140,508
6/23/20,27671,334,0.0,15764,14075,179642,20094,2020-06-23,84962,64764,0.0,2172,136185,36940,22418,12341,13059,43924,590,38935,47802,66369,30589,21295,17557,607,17605,2327,1,83383,7766,338792,53710,932,0.0,43409,10253,6265,73408,1360,21503,5298,34343,121347,15944,253,52516,25459,1939,22362,520
6/24/20,28557,339,0.0,16286,14690,183867,20271,2020-06-24,89732,66257,0.0,2238,136864,37170,22539,12729,13267,44631,598,39131,47905,66720,30827,21792,17655,625,17725,2384,2,83386,7850,339229,55012,944,0.0,44005,10712,6420,73774,1385,22508,5343,35241,127092,16373,264,53007,25860,1959,22747,537
6/25/20,29426,352,0.0,16973,15284,188607,20488,2020-06-25,94072,67919,0.0,2469,137732,37627,23246,12894,13500,45315,601,39380,47994,67148,31149,22813,18144,652,17848,2472,2,84052,7938,339920,56554,966,0.0,44839,11129,6525,74144,1387,23284,5388,35987,132837,16887,266,53400,26258,2015,23162,569
6/26/20,30344,363,0.0,17629,15734,193793,20705,2020-06-26,101654,69721,0.0,2469,138569,38043,23541,13250,13726,46388,608,39573,48094,67480,31568,23334,18695,675,18023,2500,2,84198,8052,340640,58244,978,0.0,45797,11502,6745,74742,1391,24250,5434,37354,138458,17462,270,53991,26642,2041,23631,589
6/27/20,30488,372,0.0,18204,16173,197528,20855,2020-06-27,109878,71636,0.0,2656,139330,38444,23882,13399,14024,46388,621,39731,48159,67821,31925,23768,19036,696,18272,2617,2,84325,8193,341265,59698,991,0.0,46580,11785,6997,75173,1409,25430,5504,38035,144013,17960,271,54637,26904,2082,24117,603
6/28/20,31729,385,0.0,19035,16621,202031,21034,2020-06-28,117428,73803,0.0,2656,139954,38767,24267,13629,14088,47588,625,39925,48181,68077,32359,24115,19244,707,18394,2682,2,84429,8296,341795,60943,1006,0.0,47399,12075,7216,75450,1426,26416,5547,38035,148783,18373,272,55089,27311,2125,24517,621
6/29/20,32700,400,0.0,19317,16979,209512,21190,2020-06-29,121997,75927,0.0,2868,140676,39033,24565,13985,14198,48257,631,40151,48274,68338,32634,24753,19718,758,18532,2717,1,84478,8364,342248,62158,1017,0.0,48089,12293,7339,75921,1437,27333,5574,40072,155145,18846,272,55527,27763,2156,24821,643
6/30/20,33510,413,0.0,20356,17445,216910,21328,2020-06-30,127210,77635,0.0,3086,141384,39362,24774,14139,14464,49055,639,40314,48366,68822,33022,25381,20191,803,18664,2777,1,84654,8457,342704,63952,1032,0.0,48797,12835,7484,76429,1477,28491,5611,41184,161392,19348,272,56086,28165,2184,25368,668
7/1/20,34555,433,0.0,21235,17818,223310,21543,2020-07-01,132773,80433,0.0,3211,142176,39681,25173,14588,14669,50439,655,40503,48473,69158,33377,25989,20466,840,18790,2895,1,84781,8537,343187,65471,1047,0.0,49811,13174,7730,76863,1505,29518,5663,42914,170449,19787,272,56488,28711,2250,25849,683
7/2/20,35994,460,0.0,21831,18588,230478,21770,2020-07-02,141122,83794,0.0,3376,143010,40084,25844,14749,14888,51433,663,40753,48590,69729,33800,26806,20963,897,18934,2936,1,84998,8612,343987,67434,1057,0.0,51112,13566,8059,77414,1542,30712,5716,44435,177689,20266,275,56990,29189,2311,26357,703
7/3/20,36833,475,0.0,22749,19020,234248,21966,2020-07-03,148882,86426,0.0,3592,143836,40567,26027,15404,15157,52832,675,41067,48633,70209,34171,27641,21452,938,19134,3058,2,85168,8749,344803,68793,1081,0.0,52095,14052,8354,77941,1563,31858,5780,46141,185007,20782,276,57613,29462,2367,26892,725
7/4/20,37694,488,0.0,23425,19551,236156,22143,2020-07-04,158474,89111,0.0,3830,144670,41055,26556,15648,15157,52832,678,41248,48663,70594,34171,28567,21852,976,19297,3217,1,85324,8870,345473,70101,1098,0.0,52964,14583,8604,78268,1586,33184,5827,47509,192034,21356,276,58245,29945,2431,27581,733
7/5/20,38399,493,0.0,24268,20088,247286,22268,2020-07-05,166456,91193,0.0,3984,145292,41779,26970,15818,15157,54310,680,41394,48716,70937,34628,28779,22078,1017,19400,3312,4,85466,8953,346107,71472,1114,0.0,53882,14849,8863,78547,1609,34192,5850,48616,196281,21696,277,58845,30664,2479,28065,747
7/6/20,39150,497,0.0,24868,20469,253422,22395,2020-07-06,171895,92653,0.0,4124,145881,42058,27185,16360,15873,55136,680,41507,48848,71252,35001,29113,22456,1052,19515,3410,3,85566,9039,346559,72792,1122,0.0,54647,15238,9002,78974,1776,35176,5887,49284,203752,22140,277,59182,30949,2626,28513,778
7/7/20,40373,504,0.0,25592,20670,265145,22656,2020-07-07,178024,95878,0.0,4325,147565,42128,27544,16581,16197,56655,690,41867,48955,71862,35500,30003,23085,1125,19667,3432,1,85680,9138,346968,74281,1146,0.0,55542,16040,9184,79446,1840,35839,5938,50670,213986,22626,279,59771,31322,2669,28960,798
7/8/20,41971,522,0.0,26296,21317,272811,22981,2020-07-08,186165,99065,0.0,4553,148515,42525,27964,17024,16561,57984,691,42119,49072,72486,35880,30631,23718,1164,19887,3467,1,85723,9244,347477,76147,1180,0.0,56752,16667,9364,79962,1863,36887,6001,52978,223179,23257,280,60358,31783,2847,29529,816
7/9/20,43347,540,0.0,27022,21957,282063,23267,2020-07-09,193154,101753,0.0,4820,149503,42989,28539,17458,16856,59395,693,42475,49206,72971,36362,31283,24503,1243,20073,3532,1,85835,9325,348146,78066,1222,0.0,57825,17216,9701,80531,1916,38060,6081,54519,234311,23772,281,60935,32222,2948,30224,833
7/10/20,44763,552,0.0,27689,22584,290236,23763,2020-07-10,202297,106080,0.0,5091,150806,43644,29376,17964,17244,61465,700,42680,49334,73563,36903,32250,25116,1361,20224,3665,2,86012,9489,348920,80255,1260,0.0,59246,17747,9938,81196,2013,39218,6140,56370,243275,24513,283,61827,32701,3081,31021,842
7/11/20,46069,568,0.0,28343,23553,297434,24038,2020-07-11,210470,109109,0.0,5459,151954,44361,29811,18347,17628,63280,711,42926,49386,74209,37616,33005,25614,1431,20440,3720,2,86145,9573,349643,82120,1305,0.0,60501,18387,10276,81623,2084,40849,6184,57703,251345,25050,284,62619,33308,3228,31873,862
7/12/20,47818,618,0.0,28986,23977,302778,24275,2020-07-12,223266,111573,0.0,5661,152895,44851,30522,18641,17854,64335,716,43232,49440,74599,38240,33829,25882,1501,20605,3787,6,86340,9681,350269,83827,1352,0.0,61785,18797,10541,81926,2217,42226,6221,58629,259480,25591,285,63446,34191,3317,32586,874
7/13/20,49027,631,0.0,29209,24502,311143,24511,2020-07-13,233708,115071,0.0,5832,153751,45240,30720,19271,18096,65698,715,43400,49612,74991,38666,34196,26255,1580,20823,3851,5,86475,9767,350814,85776,1406,0.0,62955,19284,10781,82341,2410,43218,6245,61846,266536,26075,287,64384,34571,3377,33056,904
7/14/20,50844,652,0.0,30085,25284,322844,24816,2020-07-14,240835,118206,0.0,6014,154422,45846,30942,19504,18603,67395,715,43814,49713,75634,39011,34993,27140,1687,21139,3905,0,86666,9851,351586,87581,1440,0.0,64026,20217,11110,82858,2493,44605,6291,63250,276741,26423,287,65118,35048,3455,33924,921
7/15/20,52512,664,0.0,30830,25691,331010,25135,2020-07-15,249099,121882,0.0,6424,155570,46481,31566,19950,19029,68912,717,44147,49867,76649,39498,35916,27918,1816,21397,3941,0,86883,9964,352179,89485,1484,0.0,65265,21184,11338,83494,2611,45946,6364,65400,287995,26786,290,66145,36148,3577,34675,936
7/16/20,54193,688,0.0,31394,26377,340319,25553,2020-07-16,260951,125172,0.0,6759,156769,47149,32308,20411,19383,70726,722,44403,49984,77543,40033,37052,28675,1938,21547,4054,0,87002,10084,352927,91298,1535,0.0,66473,21786,11697,84053,2679,47190,6399,67755,301784,27611,290,67007,36740,3656,35505,964
7/17/20,55893,713,0.0,32082,26962,347953,26007,2020-07-17,270292,128932,0.0,7025,158132,47828,32816,20968,19856,72390,726,44718,50102,78254,40611,38016,29484,2062,21768,4145,0,87053,10240,353641,93487,1591,0.0,68049,22435,11947,84685,2810,48556,6481,69856,313327,28228,292,67959,37461,3762,36341,991
7/18/20,57579,734,0.0,32497,27605,354634,26270,2020-07-18,278686,133454,0.0,7294,159350,48587,33206,21268,20394,72390,729,45098,50167,78960,41006,38961,30385,2152,21888,4201,0,87202,10353,354337,95175,1649,0.0,69520,23302,12253,85150,2972,49686,6535,72281,322678,28884,294,68832,38200,3837,37238,1016
7/19/20,58917,766,0.0,33083,28214,360597,26531,2020-07-19,289156,136606,0.0,7612,160286,49432,33654,21571,21321,74748,756,45540,50209,79450,41635,39701,31176,2207,21987,4326,0,87186,10449,354870,96392,1717,0.0,70568,23475,12640,85512,3263,51327,6567,73968,330661,29553,299,69857,38817,3928,38004,1031
7/20/20,60191,804,0.0,33353,28800,370507,26853,2020-07-20,297269,138965,0.0,7875,161375,50011,34154,22208,21559,77143,761,45812,50353,79945,42503,40857,31732,2282,22240,4381,0,87266,10543,355437,98179,1784,0.0,71732,23628,12872,86270,3464,52374,6604,75491,339451,29915,302,70747,39418,4019,38680,1064
7/21/20,61345,837,0.0,34213,29445,381202,27213,2020-07-21,304593,142199,0.0,8166,162284,50640,34511,22471,22144,78429,763,46208,50492,80577,42699,42355,32772,2352,22577,4460,0,87416,10698,356013,99898,1836,0.0,72703,24436,13129,86988,3680,53817,6674,77530,347638,30329,299,71684,39921,4105,39686,1089
7/22/20,62998,888,0.0,34477,29969,392127,27691,2020-07-22,312603,145324,0.0,8391,163852,51343,34951,23013,22563,80566,746,46440,50644,81224,43142,43791,34006,2434,22861,4548,0,87662,10848,356479,102184,1904,0.0,74135,25335,13338,87520,3744,55054,6724,79882,358873,30820,300,72632,40538,4143,40341,1119
7/23/20,64687,921,0.0,34813,30819,400752,28138,2020-07-23,321011,149382,0.0,8597,165410,52193,35479,23484,23108,82191,746,46696,50806,81877,43786,44672,35492,2523,23184,4639,0,87767,11003,357190,104283,1955,0.0,75494,25949,13602,88156,3948,56195,6788,82224,368293,31261,301,73405,41220,4353,41320,1152
7/24/20,66440,947,0.0,35554,31700,409138,28560,2020-07-24,331186,153973,0.0,8909,166933,53094,36062,24051,23812,83796,751,47132,50932,82487,44458,46064,37024,2622,23530,4780,0,88007,11139,357808,106173,2026,0.0,76942,26999,13941,88934,4137,57621,6838,84199,375412,31969,304,74476,42052,4510,42282,1192
7/25/20,67580,1005,0.0,36350,32363,414730,29117,2020-07-25,340840,157576,0.0,9201,168317,53925,36462,24502,24582,83796,757,47690,51025,83011,45151,47338,38373,2777,23745,4891,0,88254,11269,358443,107855,2101,0.0,78298,27881,14269,89470,4351,58583,6937,85789,384924,32552,307,75648,42693,4601,43156,1219
7/26/20,69069,1062,0.0,36804,32915,420398,29478,2020-07-26,348537,160225,0.0,9375,169793,54697,36912,24783,24870,86738,769,48005,51101,84010,45893,48443,39456,2858,23959,5060,0,88483,11378,358968,109345,2168,0.0,79121,28974,14485,89874,4520,59380,7017,88706,388786,32846,308,76560,43240,4694,44047,1236
7/27/20,70173,1100,0.0,37220,33635,425906,29625,2020-07-27,355609,162983,0.0,9707,170967,55174,37220,25273,25336,88592,773,48513,51279,84507,46463,49034,40738,2888,24231,5131,0,88678,11671,359511,111205,2219,0.0,80138,30289,14792,90867,4681,60206,7065,91043,395210,33220,308,77977,43831,4784,44615,1268
7/28/20,71359,1145,0.0,37671,34280,437327,30125,2020-07-28,363304,166989,0.0,9977,172012,55839,37427,25507,25812,89459,778,48772,51467,85273,46882,50217,42323,2972,24481,5171,0,88902,11830,359962,112697,2288,0.0,81395,31231,15082,91659,4833,61387,7107,93427,403763,33613,308,78835,44383,4892,45298,1318
7/29/20,73008,1180,0.0,38182,34850,450716,30456,2020-07-29,370840,170056,0.0,10255,173362,56401,38071,26028,26350,90786,783,49112,51645,86268,47452,51830,44005,3107,24732,5211,0,88917,12010,360449,114880,2338,0.0,82698,32001,15347,92297,4933,62660,7247,95041,414319,33905,308,79784,45002,5034,46105,1337
7/30/20,74688,1248,0.0,38795,35520,457459,30719,2020-07-30,378798,173770,0.0,10602,175071,57251,38679,26310,26961,92115,793,49464,51821,87065,48080,53496,46122,3207,25055,5347,3,89199,12142,361151,116692,2373,0.0,84300,33021,15700,92917,5130,63874,7284,96921,423248,34333,309,80637,45782,5109,47042,1376
7/31/20,76114,1270,0.0,39369,36174,464752,31110,2020-07-31,386052,177654,0.0,10868,176953,58072,39108,26768,27672,93254,799,50060,51975,87832,48730,54585,47548,3324,25486,5527,1,89536,12220,361750,118535,2460,0.0,85755,33696,16020,93527,5200,64957,7356,99735,434304,34766,314,81544,46410,5285,47812,1400
8/1/20,77836,1304,0.0,40094,36753,470318,31424,2020-08-01,393783,181097,0.0,11049,178514,58915,39611,26991,28201,93254,809,50508,52053,88568,49383,55629,48493,3420,25657,5567,1,89736,12316,362389,119828,2528,0.0,86622,34830,16297,94027,5675,66051,7443,101754,440342,35204,316,82413,46845,5416,48778,1427
8/2/20,78825,1341,0.0,40450,37318,475035,31706,2020-08-02,399236,184134,0.0,11049,179917,59548,40019,27270,28631,96015,815,50887,52101,88970,50051,56271,49028,3508,25950,5686,0,89910,12395,362859,121025,2562,0.0,87511,35256,16539,94409,5932,66944,7526,103085,443530,35602,318,83332,47280,5527,49630,1446
8/3/20,79709,1370,0.0,40713,38028,479629,31888,2020-08-03,403106,186275,0.0,11447,181175,60082,40190,27769,28931,96852,819,51225,52262,89579,50605,56815,50026,3533,26189,5741,1,90038,12446,363363,122503,2654,0.0,88356,35605,16774,95117,6178,67774,7585,104022,452694,35917,318,84580,47775,5631,50014,1458
8/4/20,80523,1389,0.0,40831,38717,488107,32148,2020-08-04,407601,188623,0.0,11724,182590,60822,40483,28101,29566,100056,824,51585,52390,90371,51122,57817,51200,3588,26407,5773,4,90181,12515,363911,123628,2732,0.0,89419,36406,17059,95692,6445,68656,7642,105660,463458,36243,319,85639,48301,5686,50666,1481
8/5/20,82108,1405,0.0,41112,39404,491451,32558,2020-08-05,412169,192179,0.0,11951,184286,61472,41037,28546,30078,101121,833,51813,52548,91059,51653,59000,52333,3673,26701,5830,3,90334,12627,364339,125462,2790,0.0,90543,37446,17303,96238,6679,69519,7714,107217,473927,36616,325,86381,49008,5760,51482,1503
8/6/20,83579,1419,0.0,41562,40062,500425,32880,2020-08-06,418445,195170,0.0,12395,186168,62429,41696,28895,30553,102181,832,52013,52744,91770,52415,59763,53447,3824,27013,5920,3,90549,12722,364952,127209,2856,0.0,91630,38207,17506,96810,6807,70451,7809,109268,481200,37135,332,87143,49535,5861,52239,1526
8/7/20,85039,1444,0.0,41889,40991,505651,33194,2020-08-07,424762,199076,0.0,12690,188216,63509,42145,29379,31068,103467,834,52395,52899,92558,52882,60808,54465,3950,27273,6069,3,90728,12787,365435,128850,2950,0.0,92729,38989,17877,97395,7158,71552,7899,111519,489035,37529,334,89039,50278,6012,53157,1551
8/8/20,85840,1469,0.0,42234,41652,512164,33489,2020-08-08,431528,203274,0.0,12989,190327,64418,42593,29682,31799,103467,837,52773,52995,93230,53682,61934,54649,4062,27408,6163,6,90880,12853,366039,130097,3073,0.0,93944,39720,18198,97834,7454,72482,7988,113192,495580,37846,334,90234,50771,6092,54237,1554
8/9/20,87107,1498,0.0,42434,42178,517103,33707,2020-08-09,436623,206283,0.0,13099,191673,65316,42953,29881,32194,105752,843,53189,53053,93741,54359,62429,55929,4112,27584,6209,6,91047,12931,366522,130830,3117,0.0,94757,40160,18434,98322,7740,73185,8097,115168,500928,38174,334,91067,51229,6203,54813,1582
8/10/20,87890,1524,0.0,42672,42768,530175,34003,2020-08-10,439880,208631,0.0,13285,192934,65911,43184,30345,32459,106254,845,53522,53246,94285,54893,62872,56855,4166,27815,6245,0,91198,12997,366962,132074,3191,0.0,95581,40518,18627,99072,8076,73746,8148,116303,506917,38416,335,91689,51599,6255,55288,1582
8/11/20,88781,1547,0.0,43233,43108,534423,34281,2020-08-11,444575,212007,0.0,13515,194438,66635,43507,30614,32958,107168,844,53847,53415,95166,55184,63475,57889,4238,28132,6288,0,91417,13076,367462,133326,3301,0.0,96604,41234,18868,99704,8327,74337,8192,117227,515093,38731,336,92624,52028,6361,55923,1597
8/12/20,89400,1566,0.0,43445,43747,545823,34511,2020-08-12,451876,215313,0.0,13820,196020,67198,43919,31207,34068,108122,849,54113,53578,95622,55575,64487,59330,4377,28333,6361,1,91688,13149,367879,134974,3356,0.0,97911,41850,19078,100396,8822,74918,8291,118592,521487,39010,342,93347,52536,6459,56343,1597
8/13/20,90029,1621,0.0,44103,44346,551210,34845,2020-08-13,456974,217692,0.0,14062,197811,68104,44277,31574,34763,109011,854,54538,53762,96728,56171,65059,60731,4489,28734,6425,0,92113,13221,368396,136431,3488,0.0,99001,42490,19334,101154,8896,75598,8365,120508,528421,39308,343,94378,53180,6586,57208,1613
8/14/20,90963,1645,0.0,44396,44799,565098,35077,2020-08-14,462049,220660,0.0,14338,200046,69030,45079,32067,35323,110079,857,54893,53959,97550,56812,65947,62041,4596,29035,6585,0,92402,13297,368948,137874,3584,0.0,100058,43209,19610,101775,9278,76231,8475,122295,538278,39799,345,95480,53769,6675,58148,1648
8/15/20,91674,1671,0.0,44681,44321,569734,35258,2020-08-15,467288,223744,0.0,14452,201822,69902,45828,32930,35922,110079,867,55279,54053,98558,57396,66700,63227,4692,29270,6636,0,92390,13376,369566,139097,3668,0.0,101060,44023,19954,102372,9563,76970,8550,123459,545342,40102,347,96305,54250,6838,58899,1661
8/16/20,92331,1708,0.0,45002,44938,574269,35498,2020-08-16,470351,225453,0.0,14555,203314,70517,46185,32930,35922,111059,874,55536,54111,99013,58033,67057,64328,4773,29393,6677,0,92214,13427,370093,139917,3751,0.0,101624,44492,20166,102735,9703,77416,8687,125291,552995,40391,347,97130,54479,6929,59516,1670
8/17/20,93504,1716,0.0,45271,45311,579467,35635,2020-08-17,472481,227155,0.0,14716,205041,71028,46532,33575,36639,111558,882,55747,54319,99490,58514,67324,65320,4803,29562,6746,0,92319,13467,370481,141087,3777,0.0,102338,44821,20332,103182,10108,77790,8757,126232,558485,40619,349,97805,54888,6987,59955,1685
8/18/20,94597,1755,0.0,45707,45682,586419,35796,2020-08-18,475647,229747,0.0,14916,206729,71757,46866,33817,37217,112047,883,56046,54538,100125,58831,68056,66116,4841,29819,6787,0,92466,13505,370953,142377,3843,0.0,103101,45405,20534,103645,10695,78301,8831,127168,566235,40851,352,98605,55340,7060,59955,1701
8/19/20,95667,1777,0.0,45863,46347,593982,35953,2020-08-19,479158,231903,0.0,15142,208937,72211,47126,34309,37802,112669,892,56221,54702,100781,59269,69334,67232,4938,30009,6896,0,92622,13581,371410,144312,3945,0.0,103984,45997,20701,104172,10768,78780,8942,128993,571835,41175,353,99263,55962,7108,61056,1736
8/20/20,96529,1805,0.0,46076,46856,598226,36164,2020-08-20,482745,234469,0.0,15360,210732,73028,48076,34781,38462,113424,900,56502,54900,101285,59902,70157,68211,5041,30299,6970,2,92660,13673,371989,146178,4126,0.0,105001,46651,20955,104753,10864,79499,9045,130220,577006,41587,353,100038,56376,7266,61739,1746
8/21/20,97780,1836,0.0,46228,47643,603951,36164,2020-08-21,486644,237213,0.0,15455,212924,73933,48797,35735,39067,114125,913,56817,55048,101285,60637,70975,69398,5164,30564,7053,2,92822,13748,372633,147857,4257,0.0,105961,47670,21190,105269,11222,80368,9206,131775,582666,41985,356,100930,57048,7346,62479,1776
