,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Date,Florida,Georgia,Guam,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
8/22/20,98284,1869,0.0,46608,48124,608638,36576,2020-08-22,490200,239575,0.0,15606,215189,74816,49431,36170,39827,114125,928,57123,55130,102653,61275,71863,70621,5307,30703,7166,2,93145,13919,373214,149288,4434,0.0,106980,48453,21431,105849,11451,81019,9422,132864,586399,42280,360,102039,57448,7445,63228,1787
8/23/20,98843,1893,0.0,46695,48431,612891,36752,2020-08-23,492721,241175,0.0,15725,216948,75368,49861,36440,39827,115144,938,57405,55187,103391,61912,72422,71407,5355,30804,7228,6,93177,13877,373662,150419,4521,0.0,107556,49002,21628,106198,11605,81545,9539,134582,591013,42536,360,102843,57735,7529,63599,1807
8/24/20,99296,1903,0.0,46813,48727,618731,36893,2020-08-24,494556,242588,0.0,15844,218480,76856,50304,37284,40628,115698,947,57679,55388,104222,62538,72887,72169,5391,30950,7285,6,93309,13981,374060,151859,4609,0.0,108364,49324,21820,106620,11995,81961,9666,135180,595415,42762,366,103467,57994,7565,63961,1818
8/25/20,101140,1918,0.0,47224,49179,623203,37209,2020-08-25,496767,244500,0.0,16099,220100,77578,50981,37599,41276,116174,953,57910,55577,105149,62879,73612,72913,5472,31233,7340,6,93486,14009,374532,153171,4782,0.0,109122,49934,22025,107018,12054,82744,9728,135947,601717,43107,368,104373,58372,7641,64479,1832
8/26/20,102677,1934,0.0,47239,49746,628377,37339,2020-08-26,499445,246619,0.0,16252,222142,78436,52121,38584,41904,117537,967,58095,55783,105968,63321,74433,74096,5624,31582,7429,6,93635,14030,374948,155183,4920,0.0,110090,50551,22182,107435,12065,83189,9786,137766,607918,43462,371,105147,58860,7762,65143,1850
8/27/20,103658,1957,0.0,47573,50385,632678,37593,2020-08-27,502093,248942,0.0,16431,223784,79422,54696,39054,42612,118097,979,58385,55945,106810,64319,74958,75400,5743,31929,7478,3,93795,14113,375613,157056,5147,0.0,111219,51176,22347,107922,12421,83601,10312,139309,611911,43792,376,106197,59323,7826,65934,1903
8/28/20,105192,1976,0.0,47729,51129,637519,37887,2020-08-28,505270,251130,0.0,16571,226067,80173,55950,39724,43356,118584,991,58696,56117,107567,65064,75514,76740,5862,32235,7553,3,93980,14160,376167,158490,5329,0.0,112336,51813,22599,108572,12632,84566,10584,140836,617077,44117,378,107125,59827,7979,66678,1930
8/29/20,106169,1994,0.0,47869,51822,641661,38073,2020-08-29,507943,253366,0.0,16724,227841,81186,56655,40176,44126,118584,1027,58972,56240,107567,65921,76198,78095,6013,32539,7631,3,94181,14217,376756,159990,5611,0.0,113385,52843,22815,109123,12831,85431,10940,142186,622087,44509,383,108268,60231,8083,67403,1922
8/30/20,106849,2013,0.0,47969,52211,644965,38183,2020-08-30,510137,254549,0.0,16849,229752,81968,57600,40342,44552,119876,1036,59219,56313,108907,66755,76785,79207,6098,32815,7705,3,94319,14258,377373,161034,5737,0.0,114223,53576,23047,109489,13026,86288,11252,142972,624853,44906,389,109150,60495,8185,67868,1941
8/31/20,108209,2016,0.0,48040,52521,650855,38313,2020-08-31,511623,255966,0.0,16969,231357,82767,58087,41158,44908,120146,1041,59421,56537,109372,67329,77037,80246,6161,33037,7739,2,94531,14289,377938,162358,5798,0.0,115030,54123,23187,110044,13237,86825,11407,144726,628177,45127,390,109946,60707,8285,68121,1951
9/1/20,108844,2028,0.0,48212,52754,653474,38528,2020-09-01,517491,258047,0.0,17101,232759,83399,58745,41479,45659,120721,1049,59771,56728,110145,67722,77619,81244,6232,33297,7793,2,94648,14320,378467,163629,5924,0.0,116321,54740,23384,110677,13328,87507,11607,146030,633160,45373,395,110911,61084,8464,68965,1962
9/2/20,109670,2042,0.0,48304,53291,658309,38674,2020-09-02,519559,259858,0.0,17263,234772,84159,59316,42327,46408,121785,1059,60009,56934,110777,68366,78316,82564,6392,33692,7866,3,94790,14370,379046,165453,6070,0.0,117292,55385,23505,111456,13630,88006,11831,147412,637301,45720,395,111748,61535,8587,69444,1962
9/3/20,110461,2064,0.0,48560,54172,662453,38845,2020-09-03,522570,262384,0.0,17423,236001,85143,60451,42841,47264,122471,1080,60349,56930,111523,69275,79016,83738,6503,34135,7916,2,95001,14433,379848,166992,6343,0.0,118429,56213,23731,112220,13742,88955,12092,148934,640851,46123,396,112791,61934,8763,70085,1977
9/4/20,111392,2079,0.0,48827,55166,666633,38845,2020-09-04,525198,264337,0.0,17689,240905,86078,61422,43781,48011,123166,1087,60770,56939,112519,70022,79786,85112,6632,34316,7992,2,95242,14465,380610,168479,6565,0.0,119573,57120,23967,112860,13767,90293,12296,149895,646698,46576,399,113811,62382,8922,71379,2008
9/5/20,111836,2098,0.0,49212,55629,670673,39346,2020-09-05,528221,266409,0.0,17970,243521,87047,62288,44057,48758,123166,1087,61149,57162,113387,70799,80276,86799,6749,34448,8059,9,95441,14534,381351,169543,6770,0.0,120790,58216,24191,113422,13893,91067,12507,151539,651124,46964,402,114742,62747,9127,72179,2008
9/6/20,112483,2121,0.0,49319,56223,673836,39498,2020-09-06,530329,267994,0.0,18160,244847,87803,62763,44231,49054,124369,1114,61369,57327,113387,71419,80659,87950,6833,34519,8134,4,95622,14558,382016,170303,6930,0.0,121462,58587,24353,113818,13909,91575,12678,153214,653621,47317,401,115878,63026,9224,72972,2030
9/7/20,112961,2130,0.0,49458,56536,675422,39656,2020-09-07,531845,268569,0.0,18234,246160,88326,63057,44727,49324,124616,1124,61748,57453,114566,71971,80887,88792,6880,34602,8236,2,95761,14576,382522,171078,7029,0.0,122179,59163,24469,114405,14277,92107,12794,154153,654484,47659,402,116488,63183,9351,73460,2030
9/8/20,113617,2142,0.0,49503,56785,678468,39774,2020-09-08,533343,270016,0.0,18474,247379,88660,63498,45310,49563,124833,1131,61944,57517,115045,72304,81125,89484,6931,35064,8307,3,95934,14584,382965,172064,7061,0.0,122777,59942,24616,114924,14357,92344,12874,154764,657976,47943,402,117278,63402,9425,74151,2057
9/9/20,114448,2162,0.0,49666,57122,681171,39901,2020-09-09,535150,271798,0.0,18138,248583,89285,64015,45695,50184,126112,1131,62130,57601,115988,72534,81512,90696,7013,35483,8350,3,96105,14621,383518,173205,7187,0.0,123642,60743,24721,115580,14358,92589,13015,155552,662739,48221,402,118091,63747,9558,74800,2079
9/10/20,115358,2184,0.0,49803,57481,684486,40050,2020-09-10,537222,273521,0.0,18320,250383,89957,64791,46045,50930,126475,1166,62387,57798,116934,72839,81995,91843,7176,35901,8399,3,96352,14673,384103,174736,7384,0.0,124603,61460,24879,116119,14739,92890,13228,156928,664471,48514,402,119272,64269,9723,76198,2104
9/11/20,116139,2204,0.0,49966,58482,688020,40248,2020-09-11,540185,275098,0.0,18485,252580,91108,65663,46581,51808,127050,1182,62779,58020,118297,73237,82772,93181,7251,36335,8449,1,96656,14731,384982,176114,7551,0.0,125664,62320,25060,116885,14821,94935,13472,158408,670285,49074,405,120302,64685,9857,77465,2140
9/12/20,117011,2217,0.0,50107,60122,691764,40500,2020-09-12,542654,277111,0.0,18585,254544,92024,66420,46827,52453,127050,1213,63231,58338,119083,73971,83174,94963,7359,36584,8507,1,96931,14776,385794,177103,7843,0.0,126770,63222,25310,117605,15013,95676,13743,159393,673115,49577,410,121473,64987,10151,78632,2159
9/13/20,117596,2234,0.0,50207,60541,694069,40726,2020-09-13,544544,278430,0.0,18620,255938,93209,66850,46935,52940,128115,1220,63519,58497,119083,74593,83412,96456,7442,36643,8561,3,97083,14814,386534,177878,8083,0.0,127524,63789,25475,117979,15129,96763,13915,160250,677467,50146,412,122372,65236,10294,80022,2183
9/14/20,118245,2249,0.0,50325,60901,697164,40936,2020-09-14,545915,279385,0.0,18805,257203,93871,67194,47762,53260,128525,1241,63794,58628,120280,75126,83549,97606,7515,37064,8656,3,97269,14858,387123,179076,8209,0.0,128493,64605,25475,118627,15304,97437,14060,162542,681518,50643,416,123085,65484,10397,80769,2199
9/15/20,119147,2259,0.0,50487,61624,700019,41210,2020-09-15,548608,280882,0.0,18967,258536,94480,67801,48069,53935,128837,1248,64137,58790,120945,75470,84003,98862,7622,37363,8723,3,97504,14898,387724,180348,8324,0.0,129403,65612,25757,119430,15495,98006,14234,163448,688523,51112,419,123993,65772,10527,81888,2221
9/16/20,119779,2271,0.0,50793,62249,702911,41531,2020-09-16,550504,282838,0.0,19121,260371,94998,68667,48779,54640,129317,1260,64489,58930,121670,75865,84646,99999,7769,37790,8765,1,97745,14965,388355,181913,8485,0.0,130328,66477,25927,120048,15534,98510,14488,165169,692412,51771,419,124783,66118,10692,83065,2290
9/17/20,120609,2317,0.0,51544,63115,706418,41830,2020-09-17,553067,284589,0.0,19340,262269,95751,69186,49177,55213,129610,1267,64878,59129,122611,76635,85284,101550,7957,38261,8878,1,98092,15032,389238,183339,8727,0.0,131273,67392,26110,120757,15876,99494,14831,166160,696893,52586,419,125813,66488,10880,84818,2332
9/18/20,121712,2339,0.0,52424,63879,710444,42165,2020-09-18,555572,286378,0.0,19555,264318,96663,70669,50048,55913,130323,1275,65200,59369,123371,77589,85731,103227,8153,38678,9045,2,98400,15098,389963,184737,9030,0.0,132216,68477,26343,121329,16259,100163,15153,168357,701349,53594,418,126972,66981,11083,87095,2370
9/19/20,122400,2358,0.0,52669,64821,713929,42539,2020-09-19,558436,288419,0.0,19690,266734,97617,71573,50409,56829,130323,1290,65601,59639,123932,78374,86342,104571,8404,39057,9080,3,98677,15171,390748,185795,9253,0.0,133049,69568,26534,121821,16852,100847,15459,169217,704171,54550,418,127851,67284,11257,89063,2385
9/20/20,123023,2392,0.0,52827,65277,716495,42813,2020-09-20,560439,289501,0.0,19813,268085,98291,72131,52349,57229,131071,1306,65815,59794,123932,79508,86603,105773,8535,39319,9175,6,98956,15197,391503,186569,9440,0.0,133736,70470,26688,122249,17074,101174,15684,171193,709839,55389,418,128660,67547,11374,90563,2419
9/21/20,123738,2407,0.0,52903,65822,720096,43057,2020-09-21,561777,290643,0.0,20101,269472,98755,72660,52643,57577,131254,1324,66015,59930,125428,80329,86788,107046,8637,39593,9267,5,99240,15245,392056,187687,9628,0.0,134484,71493,26850,122932,17282,101498,15832,172049,729982,55950,419,129238,67816,11474,91707,2443
9/22/20,124308,2417,0.0,53103,66333,722756,43383,2020-09-22,563841,291558,0.0,20375,270888,99300,73225,53636,58332,131873,1350,66216,60001,126095,80749,87227,108038,8817,39961,9337,6,99489,15290,392572,188704,9758,0.0,135100,72483,27102,123577,17353,102512,16096,172744,736628,56526,420,130079,68228,11653,93151,2481
9/23/20,125167,2434,0.0,53353,67195,725812,43680,2020-09-23,565906,293335,0.0,20602,272603,99953,74403,53945,59013,132346,1363,66412,60140,126968,81339,87722,109504,8974,40412,9395,3,99766,15361,393079,190326,10056,0.0,135919,73421,27271,124272,17382,103148,16473,174302,738354,57291,420,130616,68686,11754,94488,2557
9/24/20,127074,2476,0.0,53573,68151,728585,43991,2020-09-24,567922,294806,0.0,20926,274728,100749,75457,55047,59601,132801,1381,66679,60364,128005,82094,88421,110743,9269,40834,9481,2,99802,15454,394039,191897,10303,0.0,136787,74403,27580,124935,18018,103938,16850,175142,743203,58385,420,131448,69164,11907,96578,2624
9/25/20,127900,2494,0.0,53785,68938,732446,44388,2020-09-25,570220,295533,0.0,21270,277302,101796,76418,55344,60457,133316,1389,67000,60593,129016,83121,89079,112449,9562,41223,9615,4,100519,15532,394899,193442,10615,0.0,137780,75546,27886,125599,18639,104838,17230,176794,747139,59656,422,132310,69690,12098,98692,2684
9/26/20,128502,2514,0.0,53909,69677,735858,44757,2020-09-26,572487,296815,0.0,21554,279587,102825,77256,55348,61362,133316,1402,67365,60840,129961,84393,89670,114374,9868,41647,9780,3,101021,15598,395881,194591,10920,0.0,138768,76428,28101,126261,18889,105913,17697,178131,750612,60575,424,133175,70079,12251,101048,2705
9/27/20,129022,2533,0.0,54022,70080,737978,45063,2020-09-27,573977,297586,0.0,21660,281084,103639,77927,56772,61789,134026,1415,67627,61059,129961,85319,89839,115767,10059,42078,9878,4,101526,15654,396778,195341,11126,0.0,139505,77044,28295,126878,19335,106391,18031,180098,755334,61513,426,133869,70393,12405,103007,2782
9/28/20,129691,2546,0.0,54107,70840,740564,45346,2020-09-28,574592,298141,0.0,21956,282698,104429,78516,57094,62199,134215,1419,67866,61285,131255,86124,90014,116900,10324,42550,9965,5,101985,15709,397627,196425,11257,0.0,140397,77764,28427,127557,19913,106803,18191,180790,758321,62242,427,134261,70663,12525,104538,2827
9/29/20,130769,2584,0.0,54325,71448,743252,45653,2020-09-29,577213,299091,0.0,22284,283944,105109,79425,58005,63031,134648,1440,68123,61517,132342,86849,90563,117166,10571,42981,10074,3,102285,15747,398461,197201,11517,0.0,141389,78670,28668,128941,20289,107804,18411,181622,764753,62852,427,135121,71100,12645,106553,2862
9/30/20,131500,2608,0.0,54415,72252,746424,45949,2020-09-30,578830,300746,0.0,22669,286114,105954,80360,58255,63969,135135,1452,68352,61731,133491,87426,91080,117350,10897,43458,10165,3,102746,15836,399333,197280,11789,0.0,142338,79556,28833,129654,20455,108010,18736,183037,768334,63629,427,135801,71641,12766,108437,2933
10/1/20,132307,2650,0.0,54583,73217,749233,46376,2020-10-01,580938,302014,0.0,22942,288135,106991,81481,59389,64805,135527,1466,68661,62056,134446,88328,91723,117541,11230,44017,10243,4,103115,15896,400425,199397,11986,0.0,143523,80613,29133,130347,20595,108339,19364,184231,772085,64499,429,136221,72269,12897,110923,3001
10/2/20,133755,2683,0.0,54732,74070,752809,46807,2020-10-02,583144,303201,0.0,23320,290442,108315,82471,59543,65723,136145,1482,69066,62363,135392,89334,92351,121407,11524,44759,10332,2,103614,16002,401968,201048,12270,0.0,144844,81665,29400,131279,20879,108996,19692,185139,777896,65466,431,137096,72790,13105,113293,3049
10/3/20,134425,2709,0.0,54877,74706,756008,47211,2020-10-03,585451,304672,0.0,23535,292749,109614,83218,59578,66937,136145,1489,69411,62671,136609,90598,92910,122878,11927,45155,10423,5,104197,16088,403372,203088,12522,0.0,145826,82736,29686,131279,21137,110388,20074,186227,783245,66382,435,138140,73191,13241,115600,3097
10/4/20,134883,2728,0.0,54985,75133,758880,47546,2020-10-04,586928,305395,0.0,23633,294139,110612,83627,60702,67504,136847,1502,69668,62952,136609,91484,93204,124458,12184,45527,10530,3,104598,16141,404516,203659,12787,0.0,146667,82736,29910,132651,21348,110982,20433,187720,785696,67604,436,139121,73525,13372,117281,3154
10/5/20,135532,2749,0.0,55047,75510,761424,47852,2020-10-05,588159,306139,0.0,23940,295923,111360,84105,60886,68027,137002,1509,69935,63173,137996,92313,93414,125442,12348,45943,10553,3,104949,16180,405496,205748,12980,0.0,147612,83791,30140,133463,21666,111451,20585,190055,789835,68555,436,139749,73845,13452,118860,3203
10/6/20,136401,2785,0.0,55270,76033,763892,48272,2020-10-06,590013,306986,0.0,24402,297431,112223,84600,62003,69026,137332,1513,70178,63432,139097,93109,94315,126317,12790,46417,10656,6,105389,16276,406482,207162,13281,0.0,148769,84992,30365,134358,21872,112089,20813,191631,796253,69176,439,140329,74268,13595,120672,3263
10/7/20,136897,2807,0.0,55371,76767,767495,48757,2020-10-07,592130,308387,0.0,24809,299893,113377,85774,62065,71338,139331,1525,70402,63639,140248,93878,94830,127340,13431,47017,10761,6,105699,16426,407485,208754,13550,0.0,150012,85910,30605,135391,21887,112702,21683,193558,801391,70017,441,140798,74937,13734,122526,3308
10/8/20,138229,2844,0.0,55597,77852,770731,49325,2020-10-08,594814,309555,0.0,25201,302836,114629,87219,63641,72153,139665,1536,70732,63852,141563,94971,95374,128759,13988,47624,10880,2,106489,16540,409253,210985,13836,0.0,151384,86971,31010,136494,22192,113551,22156,195371,805310,71232,446,142492,75519,13877,125158,3381
10/9/20,139274,2886,0.0,55783,78848,774413,49921,2020-10-09,597194,311074,0.0,25608,305823,116256,88331,63877,73069,139867,1546,71103,64214,142836,96169,96163,130607,14590,47624,10997,7,106990,16726,410612,212878,14209,0.0,152993,88315,31358,137537,22473,114320,22764,196787,809849,72361,450,143531,75962,14156,127766,3507
10/10/20,139979,2935,0.0,55951,79654,777415,50565,2020-10-10,597194,312233,0.0,25968,308616,117970,89355,63950,73991,139867,1558,71435,64511,144393,97475,97056,134780,15250,49319,11145,9,107545,16867,411854,214995,14601,0.0,154182,89679,31697,138706,22677,115114,23329,198315,814019,73508,453,144686,76652,14319,130017,3534
10/11/20,140598,3002,0.0,56062,80196,779954,51111,2020-10-11,601657,313303,0.0,26145,311217,119376,90198,65485,74778,140745,1568,71714,64727,144393,98748,97338,135036,15761,49766,11188,6,107966,16943,412923,216558,14926,0.0,155306,90372,31959,139386,22872,115754,23830,200224,816093,74509,455,145428,76979,14470,132401,3599
10/12/20,141521,3037,0.0,56208,80777,782361,51497,2020-10-12,602948,314157,0.0,26516,313840,120828,90681,65760,75365,140789,1578,71953,65062,146200,99753,97621,135252,16158,50199,11319,8,108290,17062,413979,217716,15241,0.0,156588,91084,32149,140185,23076,116279,24132,203001,818683,75342,461,146226,77420,14565,134216,3683
10/13/20,142276,3089,0.0,56372,81365,785510,52193,2020-10-13,605163,315072,0.0,26911,316571,122213,91561,66832,76073,141281,1591,72258,65480,147589,100709,98284,135457,16595,50878,11385,10,108899,17199,414978,219321,15465,0.0,157852,92260,32401,141716,23188,116980,24492,204057,824590,76161,464,147377,77996,14782,137091,3758
10/14/20,143305,3120,0.0,56520,82306,789224,52628,2020-10-14,607457,316260,0.0,27356,319257,123235,92926,67039,77318,142063,1608,72578,65734,149091,101908,99093,139434,17020,51740,11514,8,109515,17355,415850,221119,15777,0.0,159683,93230,32731,142720,23625,117664,25225,205622,830643,77124,466,148098,78600,14969,139808,3832
10/15/20,144318,3153,0.0,56705,83413,792010,53381,2020-10-15,610270,317793,0.0,27817,323072,124993,93971,68455,78431,142529,1607,72893,66003,151422,102925,100209,141143,17578,52650,11697,8,110076,17544,417092,223496,16201,0.0,161594,94305,33041,143864,23902,118743,25900,207727,835493,78347,469,149330,79257,15171,143025,3921
10/16/20,145404,3216,0.0,56823,84272,794903,54325,2020-10-16,613028,319304,0.0,28485,328021,127002,95496,68661,79637,143107,1625,73286,66404,153501,104935,101250,143268,18122,53852,11780,6,110570,17888,418522,225918,16714,0.0,163543,95564,33374,145144,24091,119685,26557,208324,841530,79651,472,150392,79936,15537,146281,4050
10/17/20,146262,3287,0.0,57047,85052,797081,55110,2020-10-17,616263,320738,0.0,28953,331527,129205,96364,68764,80820,143107,1649,73701,66636,155381,106404,101950,145242,18646,54448,11905,12,111096,18078,419927,227778,17096,0.0,165530,96543,33690,146192,24198,120448,27120,210772,846360,80749,480,151417,80421,15691,146281,4121
10/18/20,147022,3351,0.0,57187,85619,798800,55717,2020-10-18,618313,321851,0.0,29229,335604,130661,96960,70266,81586,143941,1663,73973,66907,155381,107907,101950,146951,19182,55140,12070,12,111424,18251,421163,229881,17532,0.0,166933,97205,33881,146940,24557,121065,27654,213224,851863,81684,484,152256,80792,15885,146281,4193
10/19/20,147913,3392,0.0,57327,86090,802391,56431,2020-10-19,619703,322551,0.0,29695,338605,132124,97627,70657,82173,144089,1679,74199,67262,158234,109315,102505,148362,19642,55852,12175,14,112513,18465,422143,230940,17819,0.0,168628,97874,34092,148289,24918,121570,28118,216368,855109,82676,487,152895,81164,16036,161722,4313
10/20/20,148855,3462,0.0,57534,86815,806244,57250,2020-10-20,622740,323580,0.0,30266,342169,133476,98617,71908,83365,144586,1688,74504,67780,160004,110252,103190,149687,20200,56396,12299,13,113153,18669,423121,232415,18426,0.0,170421,99154,34386,149532,25328,122261,28673,217751,860630,83601,491,153758,81820,16216,166062,4419
10/21/20,150030,3517,0.0,57738,87829,809161,58084,2020-10-21,624459,324818,0.0,30842,346325,135034,99590,72296,84688,145719,1704,74782,68103,161794,111189,103935,150988,20724,57206,12445,17,113708,18920,424546,234137,18765,0.0,172558,100240,34651,150570,25448,122920,29177,219835,867497,84762,498,154669,82432,16373,169926,4552
10/22/20,153544,3644,0.0,57958,88865,815318,58978,2020-10-22,628811,326508,0.0,31366,351060,137589,100951,73686,85873,146261,1729,75169,68563,163883,112513,104829,152783,21447,58094,12581,15,114372,19182,426028,236350,19241,0.0,174715,101695,34651,152160,25520,123780,30003,221736,870323,86035,502,155896,83140,16625,172943,4674
10/23/20,155194,3714,0.0,58210,90042,820390,59994,2020-10-23,631643,328610,0.0,32072,355938,139777,102415,74079,87207,146758,1748,75557,69105,165824,113986,105584,154629,22197,59207,12748,14,114964,19517,427499,238905,19806,0.0,176952,102904,35406,153885,26497,124613,30890,224974,877479,87703,516,156967,83888,16886,177016,4850
10/24/20,156293,3829,0.0,58453,91024,824928,61294,2020-10-24,635197,330368,0.0,32616,361836,142248,103739,74151,88824,146758,1761,75915,69645,169119,115995,106707,157077,22655,59865,13114,16,115904,19907,429329,241265,20409,0.0,179495,104532,35749,155102,26593,125214,31694,227341,887082,89044,525,157967,84491,17147,181234,4946
10/25/20,157058,4044,0.0,58639,91752,827458,62415,2020-10-25,637053,331626,0.0,32987,365759,144181,105017,75850,90185,147454,1784,76294,70034,169119,117475,106707,158926,23335,60405,13233,18,116530,20253,430892,242936,20928,0.0,181614,105500,36057,156067,27171,126275,32488,230615,890578,90563,530,158871,84994,17300,184675,5060
10/26/20,158096,4186,0.0,58838,92298,831020,63815,2020-10-26,639679,332541,0.0,33436,370321,145942,105870,76229,91029,147611,1803,76588,70592,172922,118744,107355,160547,23892,61046,13330,16,117329,20504,432166,244433,21193,0.0,183542,106046,36321,158292,27561,126911,32831,232723,897134,91557,531,159718,85416,17556,187390,5217
10/27/20,159244,4329,0.0,59120,93122,835161,64787,2020-10-27,643091,333960,0.0,33979,374088,147741,107071,78824,92671,148267,1826,77080,71306,175462,120592,108150,162093,24572,61867,13466,21,118257,20743,433622,246390,21725,0.0,185818,106886,36628,160050,27779,127757,33623,234491,903910,92566,539,160774,86023,17933,192052,5359
10/28/20,160520,4458,0.0,59467,93955,839223,65669,2020-10-28,646157,335546,0.0,34471,379916,149977,108907,79140,94396,149228,1856,77450,71736,178894,122228,109088,164069,25059,62959,13656,18,119276,20950,435044,248526,22194,0.0,188113,107546,36961,161813,27843,128473,34690,236712,911178,93936,540,161968,86770,18202,195645,5508
10/29/20,161609,4622,0.0,59721,94881,843338,66947,2020-10-29,649399,337287,0.0,35065,386020,153183,110980,81761,96067,149452,1891,77890,72343,182761,124714,110005,164457,25738,64457,13955,18,120129,21398,437023,251204,22910,0.0,191337,108468,37409,163529,28488,129288,35507,239124,918032,95449,549,163296,87708,18507,200086,5647
10/30/20,163186,4766,0.0,60070,95867,847317,68505,2020-10-30,653712,338582,0.0,35726,394181,156003,113400,82152,97877,149741,1914,78314,73040,185892,127381,110711,169495,26597,65865,14230,20,121268,21719,438998,253775,23819,0.0,194789,109624,37916,165435,28969,130111,36847,241497,923946,97416,554,164631,88503,18950,204867,5868
10/31/20,164723,4885,0.0,60711,97018,851095,70535,2020-10-31,655628,341037,0.0,36119,401712,159068,115850,82195,99680,149741,1949,78786,73679,189633,129970,111430,172140,27369,66894,14477,26,122133,21907,441079,256396,24780,0.0,197401,110752,38360,166987,29210,130901,38079,242525,932016,98869,559,166072,89198,19332,210198,5974
11/1/20,165442,5030,0.0,61086,97680,854437,72313,2020-11-01,659396,342191,0.0,36414,408484,161525,118077,85367,100970,150467,1966,79176,74150,189633,131861,111731,174304,28029,67772,14549,36,123039,22195,442910,258287,25512,0.0,200407,111971,38783,168072,29569,132018,39192,243242,963209,100417,563,167150,90066,19692,213460,6174
11/2/20,166464,5136,0.0,61310,98203,858720,73836,2020-11-02,663169,343100,0.0,37001,414461,164345,119461,85800,101929,150686,1990,79567,74555,196095,134321,112080,177074,28657,68694,14674,36,123999,22508,444509,259548,26100,0.0,203024,112946,39190,170333,30308,132724,39584,246216,970016,101474,564,168127,90534,20001,216516,6349
11/3/20,168011,5266,0.0,61704,98928,863341,75650,2020-11-03,666802,373475,0.0,37633,420713,166922,121007,88309,103509,151491,2021,79924,75046,199325,137292,112688,179142,29368,70039,14787,36,125102,22935,446322,261736,26885,0.0,206909,114090,39564,172552,30573,133512,40403,247831,979635,102945,567,169297,91833,20302,222090,6541
11/4/20,169229,5436,0.0,61947,100042,868546,77748,2020-11-04,670338,375953,0.0,38379,427898,170128,123600,88799,105038,152393,2058,80399,75679,203471,140501,113413,181777,29987,71763,15044,34,126513,23333,448109,264033,27530,0.0,210612,115180,40044,174683,30619,134228,41190,250997,990608,104674,572,170354,92749,20595,227462,6726
11/5/20,170607,5520,0.0,62405,101265,874113,80050,2020-11-05,675296,378351,0.0,39243,437286,174026,128352,93280,107109,152784,2129,80984,76505,209262,143834,114916,185212,30732,73726,15439,44,127713,23683,450876,266696,28497,0.0,215068,117072,40675,176810,30865,134793,42328,252788,1001183,107039,577,171639,94248,21051,232965,6901
11/6/20,171970,5684,0.0,62800,102848,880107,82501,2020-11-06,679571,381065,0.0,40012,448373,178138,131363,94025,109168,153444,2193,81700,77394,213261,148406,115818,189200,31474,76250,15861,53,128955,24227,453663,269406,29715,0.0,219616,118730,41333,179692,31543,135727,43603,254005,1010801,109548,585,173071,95606,21432,238607,7371
11/7/20,173171,5890,0.0,63597,104135,885636,85010,2020-11-07,683190,383603,0.0,40729,460308,182418,135346,94215,111138,153444,2229,82270,78380,219360,152210,116758,193399,32329,77860,16219,62,130618,24830,457031,271911,30786,0.0,224687,118730,42103,181885,32051,137235,44726,258687,1018404,112046,593,174948,96866,21823,245248,7450
11/8/20,174138,6055,0.0,64150,105050,888571,87175,2020-11-08,688720,384551,0.0,41047,469874,186471,139387,98773,112184,154309,2260,82808,79038,219360,157205,117523,196957,33020,79332,16701,73,131767,25336,460217,273839,31532,0.0,228908,122653,42778,183576,32554,137980,45929,262079,1025976,114020,608,176151,97911,22444,249291,7814
11/9/20,175730,6200,0.0,64321,105872,896592,89664,2020-11-09,691731,385769,0.0,41724,480003,190228,144029,99266,113719,154584,2308,83423,79676,227953,160502,118014,200001,33382,80790,17022,79,133082,25890,463277,275231,32210,0.0,233186,124678,43349,187488,32970,138527,46753,267551,1033132,115920,614,177368,98913,22795,253417,8124
11/10/20,175757,6378,0.0,65212,107077,904248,92371,2020-11-10,695218,389916,0.0,42506,492059,194430,147448,99697,115655,155668,2362,84088,80656,234409,164509,118866,204292,34340,82832,17389,80,135097,26407,466790,277665,32761,0.0,239118,126237,43905,190824,33197,139578,47652,269372,1045504,118127,633,178719,100243,23218,260047,8677
11/11/20,177590,6570,0.0,65774,108765,909780,95097,2020-11-11,699984,392051,0.0,43368,504037,198767,151545,104631,118083,155668,2397,84918,81732,240679,168656,119988,207879,35184,84929,17674,108,136853,26933,470587,280592,33304,0.0,244495,128180,44608,193519,33403,140592,48848,272709,1058688,119936,667,180198,101796,23890,266520,8758
11/12/20,179358,6683,0.0,66264,110299,917749,98784,2020-11-12,704658,394910,0.0,44066,516295,204578,156005,104903,120256,158923,2444,85566,82882,247459,174642,121165,212488,36079,87385,18100,119,138732,27517,475194,283270,34381,0.0,251043,130229,45538,198294,34536,141779,50614,275783,1069884,123208,728,181625,103649,24471,273902,9245
