,Alabama Predict,Alaska Predict,American Samoa Predict,Arizona Predict,Arkansas Predict,California Predict,Colorado Predict,Florida Predict,Georgia Predict,Guam Predict,Idaho Predict,Illinois Predict,Indiana Predict,Iowa Predict,Kansas Predict,Kentucky Predict,Louisiana Predict,Maine Predict,Maryland Predict,Massachusetts Predict,Michigan Predict,Minnesota Predict,Mississippi Predict,Missouri Predict,Montana Predict,Nebraska Predict,Nevada Predict,New Hampshire Predict,New Jersey Predict,New Mexico Predict,New York Predict,North Carolina Predict,North Dakota Predict,Northern Mariana Islands Predict,Ohio Predict,Oklahoma Predict,Oregon Predict,Pennsylvania Predict,Puerto Rico Predict,South Carolina Predict,South Dakota Predict,Tennessee Predict,Texas Predict,Utah Predict,Vermont Predict,Virginia Predict,Washington Predict,West Virginia Predict,Wisconsin Predict,Wyoming Predict,Date Predict
88,5070.0503,110.52084,0.0024108887,1287.4739,2581.8206,34691.316,7588.0127,21532.498,20807.703,0.0005187988,702.4178,39318.02,11771.145,3294.4211,2548.1052,3281.3274,21629.836,216.24352,8995.357,24743.678,34116.2,3281.7542,3733.351,6398.4355,403.5217,1910.1663,732.313,1.4135742,52906.94,1561.1162,254496.72,7776.3745,359.75073,1.5258789e-05,13870.116,2996.2126,1733.2968,31434.514,1201.9902,3607.4048,1777.4932,6154.2754,23036.97,3035.9504,169.63283,8194.236,11942.098,760.1749,4791.0356,180.83351,
89,5219.708,112.51468,0.0024108887,1336.98,2697.5845,36284.67,7909.748,22050.172,21463.168,0.0005187988,722.4171,41327.875,12268.054,3570.722,2720.2537,3443.5667,21970.83,221.80862,9503.717,25520.15,34891.883,3527.548,3930.4785,6586.4834,406.2614,2155.3223,760.15765,2.1876373,54320.56,1656.455,259724.45,8096.6514,372.71228,1.5258789e-05,14458.637,3077.4238,1779.9954,32520.35,1111.1267,3710.3152,1849.5637,6390.368,23835.69,3174.941,171.62955,8711.902,12120.066,781.8633,4966.0386,187.73941,
90,5366.7573,114.18892,0.0024108887,1386.4489,2778.2837,37910.33,8262.932,22631.984,22129.338,0.0005187988,742.096,43385.016,12744.82,3882.3147,2890.4143,3559.5193,22303.885,227.37549,10018.038,26266.178,35665.27,3826.7124,4145.1416,6769.751,408.9931,2418.0073,788.4881,3.5506134,55655.03,1748.6877,264763.62,8421.149,386.18512,1.5258789e-05,15036.884,3153.828,1825.1552,33625.902,970.8844,3813.0867,1912.2615,6643.409,24670.473,3309.861,173.61101,9264.666,12297.527,801.2996,5155.166,194.56673,
91,5512.2104,115.74921,0.0024108887,1435.4148,2848.2043,39530.645,8610.631,23211.84,22787.23,0.0005187988,762.10767,45762.277,13300.685,4216.4844,3090.3218,3676.5483,22643.363,232.94046,10553.644,27008.797,36430.61,4139.127,4371.636,6935.205,411.19208,2668.9966,814.9014,5.236252,56920.297,1849.9863,269719.2,8760.158,401.13763,1.5258789e-05,15571.738,3224.303,1877.8204,34682.094,885.3702,3912.5781,1967.9785,6916.896,25581.855,3435.4846,175.45721,9854.982,12478.315,816.7327,5353.956,201.8648,
92,5680.503,117.1431,0.0024108887,1486.5636,2915.679,41165.07,8981.372,23825.51,23446.379,0.0005187988,781.6791,48412.72,13902.717,4565.353,3265.9072,3789.4976,22985.525,238.50232,11108.4795,27744.857,37191.766,4520.8623,4602.6323,7101.928,412.9156,2934.0247,835.0295,7.0695953,58153.164,1965.6693,273043.62,9108.489,416.4713,1.5258789e-05,16078.486,3293.5647,1928.6552,35653.484,843.4228,4011.9587,2022.7343,7229.009,26553.098,3554.4246,177.28983,10446.7705,12678.06,831.5519,5547.2534,208.50383,
93,5862.279,118.43593,0.0024108887,1541.3955,2963.764,42760.418,9354.099,24429.928,24104.803,0.0005187988,800.7928,51183.45,14503.047,4938.8105,3461.9531,3893.833,23325.379,244.08266,11686.6,28479.273,37945.51,4965.9526,4836.241,7274.81,414.41296,3234.0059,854.60406,5.1044006,59360.2,2121.934,275801.5,9458.485,430.75635,1.5258789e-05,16582.654,3362.2795,1976.6238,36632.18,838.3766,4120.8677,2082.6167,7566.9756,27608.031,3673.517,179.1183,11075.951,12877.115,845.4144,5736.964,212.23578,
94,6043.5405,119.61459,0.0024108887,1595.4916,3016.9465,44501.055,9698.849,25011.322,24764.234,0.0005187988,819.423,54063.227,15118.47,5340.0244,3684.0793,4005.2478,23647.395,249.69244,12294.249,29214.69,38690.848,5480.5786,5069.7607,7445.0786,415.2813,3574.8052,872.6421,3.3106232,60546.01,2269.9424,278532.06,9820.132,444.9672,1.5258789e-05,17084.91,3433.7966,2025.5878,37614.652,852.3431,4236.5176,2141.6582,7928.527,28656.977,3806.7087,180.9352,11747.047,13076.702,858.57605,5944.675,214.55522,
95,6226.4575,120.700516,0.0024108887,1649.5706,3070.6208,46327.34,10008.316,25577.463,25424.398,0.0005187988,837.8942,57052.953,15720.549,5775.225,3941.754,4122.302,23927.877,255.29294,12935.596,29943.664,39467.055,6020.5737,5283.756,7617.62,416.08023,3995.521,890.9915,2.130005,61708.363,2390.7805,281235.38,10194.175,458.74646,1.5258789e-05,17586.074,3512.4485,2077.94,38570.715,853.30865,4368.9224,2199.4155,8310.242,29674.494,3942.6394,182.85754,12463.822,13280.136,870.03754,6169.814,215.5081,
96,6404.4985,121.694,0.0024108887,1703.1953,3123.1223,48210.16,10304.09,25979.062,26076.307,0.0005187988,853.7323,60146.207,16253.841,6243.9824,4234.5537,4253.551,24193.467,260.88226,13576.201,30647.787,40273.28,6493.0596,5501.6763,7787.987,416.82,4464.6646,910.11084,2.480606,62840.188,2487.2917,283911.7,10573.982,472.69452,1.5258789e-05,18069.705,3596.0437,2136.949,39486.34,857.4112,4498.993,2252.9475,8714.806,30704.03,4079.2742,184.82999,13226.2705,13480.465,881.11395,6403.9023,216.47736,
97,6586.5767,122.63055,0.0024108887,1759.4054,3181.7063,50237.66,10595.783,26371.516,26724.492,0.0005187988,868.8735,63338.39,16796.133,6712.7114,4535.5327,4390.718,24443.72,266.45856,14222.945,31286.229,41078.855,6900.0254,5732.356,7952.789,417.5064,4774.049,929.29016,4.3531036,63851.64,2586.3604,286560.8,10944.855,486.72406,1.5258789e-05,18557.867,3681.8118,2200.249,40383.953,861.4901,4648.2095,2304.9758,9129.794,31694.584,4219.8145,186.84157,13973.281,13683.821,892.65247,6641.7563,217.42548,
98,6773.563,123.48564,0.0024108887,1817.5516,3243.305,52312.836,10884.079,26842.246,27373.123,0.0005187988,883.6349,66586.69,17349.318,7192.8643,4854.243,4549.416,24691.662,272.0553,14882.36,31923.447,41772.36,7358.597,5971.498,8123.886,418.0512,5057.8022,948.3578,6.473984,64784.402,2702.678,289173.28,11301.176,500.26358,1.5258789e-05,19107.54,3772.2366,2262.4597,41270.63,869.6157,4799.8667,2356.8542,9578.23,32642.045,4361.33,188.66039,14736.673,13889.381,905.85046,6889.1597,218.44125,
99,6960.4727,124.25537,0.0024108887,1874.8429,3304.5718,54154.055,11160.968,27404.475,28033.129,0.0005187988,897.8639,69854.08,17913.531,7684.4263,5164.86,4714.828,24938.217,277.75015,15557.088,32564.078,42450.285,7927.961,6214.428,8309.199,418.40228,5361.2896,968.5362,8.667282,65701.23,2833.2456,291741.5,11670.502,512.66864,1.5258789e-05,19674.285,3855.739,2323.888,42134.977,881.68506,4955.856,2411.1414,10039.645,33628.26,4506.129,190.47643,15534.339,14093.894,918.6153,7145.785,219.63435,
100,7190.131,124.95663,0.0024108887,1937.5096,3363.7146,55693.434,11422.93,27968.762,28697.014,0.0005187988,913.0524,73254.07,18485.2,8078.636,5445.0767,4886.2217,25189.803,283.488,16245.126,33212.53,43134.94,8511.48,6464.364,8537.757,418.64996,5678.08,989.5789,9.741333,66603.45,2951.6516,294189.44,12049.339,524.28357,1.5258789e-05,20270.023,3936.3557,2387.4744,42983.207,911.7294,5109.0186,2470.0444,10502.805,34778.258,4652.7793,192.31282,16362.221,14301.627,931.3955,7410.814,220.6825,
101,7421.541,125.60251,0.0024108887,2004.2651,3427.1558,57197.047,11680.365,28519.906,29357.682,0.0005187988,928.2243,76638.125,19065.178,8477.419,5732.3613,5066.445,25449.604,289.2998,16908.582,33860.285,43811.44,9167.814,6694.387,8736.359,418.93408,6022.8833,1011.3313,12.419525,67432.12,3065.6025,296609.06,12425.731,533.812,1.5258789e-05,20891.467,4009.8518,2446.6643,43855.082,927.32227,5247.93,2537.7986,10924.835,36091.664,4801.235,194.02887,17207.479,14491.148,945.4242,7658.497,221.91843,
102,7651.76,126.193,0.0024108887,2075.3032,3492.5042,58880.047,11932.765,29058.033,30015.941,0.0005187988,944.14294,79547.586,19650.059,8854.4795,6016.698,5268.8115,25717.885,295.10965,17484.494,34507.61,44476.992,9817.586,6927.6357,8934.2705,419.2165,6416.355,1033.6892,16.388184,68089.15,3190.4958,299003.88,12797.999,543.42957,1.5258789e-05,21560.182,4057.651,2506.9072,44725.14,917.3347,5382.555,2616.6482,11331.84,37570.293,4931.147,195.76491,18056.477,14670.696,960.31177,7909.7495,223.18015,
103,7889.8203,126.77162,0.0024108887,2150.433,3562.4656,60388.645,12139.523,29777.76,30674.08,0.0005187988,960.981,81686.58,20240.984,9213.197,6284.0693,5479.442,26011.03,300.91348,18058.465,35152.637,45136.992,10427.889,7164.339,9122.449,419.36884,6786.916,1057.3987,20.21022,68735.72,3324.4158,301374.0,13174.325,553.0183,1.5258789e-05,22245.756,4098.2725,2571.4243,45602.25,909.55493,5522.5615,2712.8403,11725.89,39053.836,5058.285,197.40897,18945.43,14846.708,974.8579,8169.241,224.42229,
104,8140.636,127.30781,0.0024108887,2228.6382,3640.7383,61764.906,12334.355,30431.855,31323.918,0.0005187988,977.8789,84943.5,20803.596,9522.591,6535.059,5691.548,26305.027,306.70648,18641.75,35795.234,45722.453,11039.578,7409.225,9296.261,419.48947,7121.9175,1080.7681,20.818283,69380.59,3467.4365,303449.5,13551.232,562.62067,1.5258789e-05,22907.58,4137.512,2632.7222,46482.727,906.6359,5657.4385,2836.991,12105.433,40499.234,5174.4414,198.94482,19804.545,15026.27,989.228,8438.511,225.68332,
105,8394.047,127.8216,0.0024108887,2316.068,3725.6418,63141.855,12533.293,31129.553,31909.627,0.0005187988,994.54315,86078.195,21179.383,9856.255,6766.3774,5885.274,26600.91,312.4892,19222.502,36435.832,46291.562,11651.011,7655.8306,9435.985,419.50925,7452.8457,1103.9128,23.17891,70030.4,3616.5557,305385.06,13937.529,572.28436,1.5258789e-05,23539.896,4175.2544,2688.0537,47263.184,906.9866,5788.6514,2997.9792,12474.1875,41825.836,5286.5786,200.42143,20647.21,15209.702,1003.2771,8717.449,227.0278,
106,8649.424,128.22711,0.0024108887,2405.19,3813.283,64553.55,12730.9795,31845.879,32466.074,0.0005187988,1011.5196,85729.73,21560.709,10193.218,6937.052,6076.2373,26891.496,318.33612,19819.328,37080.84,46874.33,12197.456,7900.9473,9567.523,419.39713,7774.02,1127.1716,26.65561,70669.57,3759.3047,307299.97,14334.823,582.1753,1.5258789e-05,24143.842,4226.7656,2742.5864,48013.26,911.2988,5910.715,3104.0645,12837.287,43221.164,5400.1387,201.87802,21440.629,15394.563,1016.2174,9010.555,228.6408,
107,8905.99,128.3822,0.0024108887,2494.797,3901.41,65960.42,12919.503,32517.32,33017.438,0.0005187988,1028.4583,87826.625,21948.566,10502.661,7106.9414,6239.974,27174.086,324.29803,20430.191,37725.63,47465.28,12737.438,8129.7095,9698.039,419.78348,8112.687,1149.2593,28.825577,71298.34,3882.7273,309194.38,14742.591,592.2019,1.5258789e-05,24735.607,4279.846,2798.6323,48766.754,921.97327,6027.78,3167.2405,13197.87,44566.887,5515.751,203.23174,22180.686,15584.996,1030.5037,9311.0625,230.81818,
108,9169.661,128.52858,0.0024108887,2581.1643,3997.7285,67668.586,13099.202,33243.4,33567.336,0.0005187988,1045.4001,90221.516,22343.3,10778.162,7268.2905,6393.086,27455.19,330.29083,21035.703,38369.363,48065.285,13263.913,8357.656,9830.829,420.09912,8473.997,1171.7903,29.551575,71923.47,3982.616,311068.97,15159.874,602.2874,1.5258789e-05,25279.285,4338.63,2850.2456,49505.168,941.3546,6141.8975,3227.2222,13568.473,45747.68,5633.1655,204.58778,22945.156,15775.285,1045.6526,9612.575,233.08063,
109,9444.7295,128.84116,0.0024108887,2666.37,4105.027,69417.83,13303.845,33929.906,34147.24,0.0005187988,1064.1378,92604.36,22742.096,11023.313,7425.3926,6551.702,27734.562,336.26337,21655.756,39008.36,48669.035,13776.636,8587.847,9967.76,420.31726,8902.659,1194.2258,29.894516,72539.93,4091.1501,312923.72,15613.391,612.657,1.5258789e-05,25832.777,4404.8687,2893.501,50229.414,961.77057,6255.014,3285.0244,13945.434,46844.31,5751.719,205.95319,23720.746,15953.986,1061.264,9934.069,235.8159,
110,9731.31,129.34045,0.0024108887,2756.8193,4222.615,71112.96,13500.198,34532.75,34757.14,0.0005187988,1082.98,94936.18,23135.248,11272.638,7572.0747,6711.3027,28015.078,342.29016,22290.764,39646.52,49248.44,14292.834,8818.762,10105.403,420.5691,9359.967,1215.2456,28.548904,73146.43,4199.8438,314758.3,16074.278,623.0751,1.5258789e-05,26395.365,4477.914,2935.467,50937.598,982.631,6369.8477,3339.9346,14312.44,47824.094,5873.619,207.32443,24512.3,16132.608,1076.9553,10262.254,239.13202,
111,10014.249,129.90619,0.0024108887,2844.766,4342.46,72767.65,13661.696,35149.05,35380.92,0.0005187988,1101.4146,97228.37,23533.025,11544.792,7710.435,6874.6416,28306.371,348.36325,22946.09,40290.875,49807.07,14809.741,9048.485,10242.72,420.84973,9831.193,1236.1619,27.048706,73720.41,4303.2705,316572.62,16567.227,633.76263,1.5258789e-05,26938.15,4561.817,2973.665,51637.633,1006.08154,6485.375,3390.7017,14680.749,48795.64,6003.341,208.69124,25310.008,16311.406,1092.3563,10591.51,243.04053,
112,10319.986,130.56128,0.0024108887,2935.775,4466.135,74400.16,13799.995,35700.79,36005.082,0.0005187988,1119.6047,99479.32,23938.262,11808.821,7843.487,7042.601,28571.627,354.5127,23623.545,40935.05,50356.6,15285.98,9281.191,10382.141,420.92157,10266.358,1259.1095,25.970413,74280.54,4398.652,318371.8,17045.574,644.0935,1.5258789e-05,27418.922,4649.866,3005.1802,52315.223,1020.57245,6598.701,3443.8364,15065.072,49770.137,6135.9556,210.15027,26126.402,16494.154,1107.2235,10931.657,247.30603,
113,10633.68,131.31375,0.0024108887,3025.6755,4605.084,76230.05,14038.698,36235.16,36628.27,0.0005187988,1137.532,101691.016,24349.965,12069.888,7969.3823,7217.5396,28827.664,360.70834,24305.13,41577.62,50890.79,15742.12,9516.737,10527.51,420.9141,10620.889,1282.598,24.991196,74831.38,4495.1113,320171.6,17530.459,654.3667,1.5258789e-05,27887.865,4740.412,3038.7007,52987.81,1029.9009,6707.345,3486.2625,15455.227,50745.992,6271.6523,211.60997,26949.156,16680.754,1122.5312,11281.782,251.71574,
114,10951.217,132.25684,0.0024108887,3116.7148,4756.0747,78130.98,14280.912,36768.06,37244.164,0.0005187988,1155.3611,103842.375,24768.967,12334.4375,8081.3755,7403.526,29114.275,367.04346,24975.879,42218.453,51418.957,16192.654,9754.584,10686.619,420.91254,10984.646,1309.3417,23.928192,75373.09,4591.36,321717.03,18037.898,665.23413,1.5258789e-05,28358.438,4837.235,3073.5945,53653.715,1038.5336,6813.241,3527.8748,15844.123,51755.04,6413.0327,213.02376,27778.775,16867.057,1139.5403,11627.558,255.93774,
115,11281.692,133.30157,0.0024108887,3203.6736,4914.174,79993.95,14510.094,37340.38,37910.844,0.0005187988,1176.6171,105941.82,25177.283,12598.154,8187.7705,7566.5195,29411.22,373.46896,25618.473,42754.633,51933.04,16598.512,9999.557,10849.549,421.24774,11340.639,1336.0348,23.449036,75857.53,4689.5366,322530.5,18563.84,675.97864,1.5258789e-05,28840.914,4935.508,3108.4497,54308.637,1046.8193,6918.9756,3572.409,16165.856,52767.71,6561.9307,214.3762,28599.3,17053.826,1157.1086,11989.98,260.28958,
116,11637.374,134.44547,0.0024108887,3291.7217,5068.127,81881.555,14736.102,37986.746,38620.46,0.0005187988,1199.927,107976.68,25587.654,12864.082,8303.033,7719.3706,29709.982,379.94623,26276.6,43093.473,52442.277,16989.38,10249.728,11011.656,421.7505,11657.809,1359.6737,23.171738,76319.016,4791.9834,323339.2,19112.924,685.0149,1.5258789e-05,29313.627,5027.4834,3144.7512,54952.895,1053.6958,7043.068,3617.6833,16471.1,53860.242,6709.9478,215.4456,29429.994,17243.13,1178.7732,12371.507,264.9775,
117,11949.339,135.72075,0.0024108887,3383.4932,5207.7485,83851.61,14964.594,38652.926,39311.77,0.0005187988,1222.9633,109957.8,26005.35,13128.498,8415.631,7861.1304,29986.78,386.42108,26952.418,43428.316,52946.656,17423.377,10504.907,11166.921,422.3448,11962.37,1382.0328,21.94281,76773.125,4896.4604,324143.06,19683.537,692.3372,1.5258789e-05,29779.979,5114.851,3181.196,55596.777,1060.1995,7186.911,3662.9763,16785.04,54930.96,6858.835,216.5154,30280.312,17433.572,1205.1298,12787.583,268.74115,
118,12278.155,137.16275,0.0024108887,3473.422,5338.6846,85901.07,15191.097,39312.742,40007.727,0.0005187988,1245.9492,111899.92,26429.16,13402.168,8518.905,7998.436,30271.7,392.95844,27647.945,43757.527,53446.207,18005.941,10765.415,11320.821,423.01324,12259.828,1400.2083,20.956375,77219.96,5000.8335,324942.22,20276.232,699.2585,1.5258789e-05,30269.174,5201.6963,3218.7104,56236.24,1066.6644,7339.847,3710.4648,17114.273,55965.508,7011.1323,217.55197,31154.393,17630.242,1235.7322,13246.648,271.69968,
119,12619.62,138.68433,0.0024108887,3566.3674,5461.3794,88005.14,15388.347,40044.402,40701.082,0.0005187988,1269.1913,113737.44,26837.113,13683.989,8631.488,8146.4785,30560.621,399.51788,28341.143,44000.457,53943.6,18580.586,11025.938,11474.966,423.6763,12582.025,1420.2323,20.114868,77659.61,5107.155,325736.56,20906.201,705.7354,1.5258789e-05,30749.133,5288.0938,3256.6409,56862.51,1072.8269,7498.524,3759.3098,17460.719,56998.77,7167.4917,218.47202,32052.873,17832.568,1266.5704,13724.932,274.17554,
120,12972.748,140.40614,0.0024108887,3664.4094,5582.918,90129.836,15566.724,40655.312,41404.094,0.0005187988,1292.9259,115454.1,27217.68,13973.143,8765.437,8300.182,30777.176,406.36786,29027.672,44206.926,54379.54,19137.676,11286.891,11632.293,425.4638,12925.811,1443.3202,19.296204,78071.57,5211.696,326526.2,21578.06,711.7697,1.5258789e-05,31203.258,5374.111,3285.7507,57470.49,1077.8073,7663.3076,3811.6487,17826.115,58132.215,7327.5513,219.33887,32975.56,18038.584,1294.8846,14185.917,276.266,
121,13333.968,142.4014,0.0024108887,3796.6392,5709.8027,92169.555,15709.862,41128.523,42111.195,0.0005187988,1316.7429,117101.67,27605.871,14258.005,8891.275,8456.321,31075.06,413.72443,29732.582,44409.535,54699.848,19674.762,11549.811,11790.145,427.38498,13234.86,1466.7617,18.245316,78307.8,5310.697,327311.22,22270.05,717.54877,1.5258789e-05,31658.07,5459.881,3314.716,58074.74,1082.707,7833.3203,3865.5461,18228.926,59340.992,7494.1445,220.22664,33923.58,18247.576,1327.0128,14645.045,278.3765,
122,13705.327,144.70276,0.0024108887,3937.8335,5842.787,94259.7,15849.479,41653.31,42822.01,0.0005187988,1339.6248,118685.164,27960.469,14545.685,9002.35,8613.548,31386.809,421.16418,30420.23,44607.645,55007.773,20188.357,11819.741,11950.744,429.2931,13509.944,1489.2396,17.33554,78541.14,5400.8057,328091.34,23002.797,722.7803,1.5258789e-05,32109.264,5548.4185,3345.57,58675.31,1087.5613,8004.853,3922.4924,18653.77,60517.33,7667.9717,221.01077,34896.047,18460.5,1360.516,15068.342,280.39603,
123,14083.494,147.23907,0.0024108887,4086.4258,6005.549,96408.61,15964.528,42234.996,43534.81,0.0005187988,1361.3214,120194.375,28300.201,14835.351,9110.359,8776.409,31699.828,428.60944,30951.635,44802.426,55324.324,20662.102,12079.782,12116.44,431.28247,13786.574,1512.7284,16.591248,78771.68,5478.4185,328866.75,23759.191,727.70154,1.5258789e-05,32536.559,5639.285,3382.176,59273.18,1092.719,8188.3516,3980.9775,19099.844,61701.78,7846.8384,221.5921,35906.934,18677.266,1399.6329,15446.956,282.49258,
124,14456.287,150.01703,0.0024108887,4246.419,6177.4985,98636.7,16084.254,43012.887,44236.543,0.0005187988,1382.8162,121638.25,28646.018,15128.182,9221.278,8944.147,32016.285,436.10776,31452.342,44995.004,55648.35,21112.54,12300.503,12276.786,433.33606,14062.5625,1536.8718,16.311188,78999.43,5544.843,329637.53,24539.793,732.28296,1.5258789e-05,32969.527,5727.086,3422.106,59840.55,1098.9626,8382.592,4039.1357,19563.082,62972.914,8030.5957,222.18085,36940.203,18895.344,1433.5009,15773.82,284.6748,
125,14823.86,153.17738,0.0024108887,4417.333,6372.51,100929.34,16215.138,43849.01,44929.73,0.0005187988,1404.137,123047.36,28997.951,15424.151,9332.701,9117.75,32333.357,442.96463,31941.74,45184.695,55969.445,21539.277,12524.216,12440.254,435.5041,14349.964,1563.3224,16.167725,79224.39,5610.647,330403.56,25346.672,736.61536,1.5258789e-05,33408.11,5815.63,3469.4478,60404.633,1105.4711,8589.687,4090.409,20037.525,64335.34,8216.826,222.77762,37963.39,19115.521,1461.9313,16091.825,286.97815,
126,15169.258,157.7683,0.0024108887,4608.74,6581.145,103291.016,16343.069,44750.145,45634.77,0.0005187988,1425.8103,124365.26,29354.51,15705.417,9444.592,9297.443,32638.46,449.24927,32423.398,45373.15,56268.465,21947.148,12751.155,12608.255,437.498,14625.9375,1591.4304,16.050812,79446.664,5683.9077,331164.78,26197.225,740.9114,1.5258789e-05,33832.125,5905.35,3520.664,60959.03,1112.1287,8811.237,4141.6045,20520.777,65747.91,8407.777,223.38788,38960.367,19339.055,1491.1539,16407.791,289.66324,
127,15509.411,162.53714,0.0024108887,4832.805,6788.6455,105620.89,16457.766,45657.02,46374.934,0.0005187988,1449.2424,125248.28,29712.879,15900.175,9562.855,9488.975,32935.992,455.46973,32903.285,45563.258,56562.426,22352.34,12981.373,12775.968,438.88123,14900.6045,1614.2501,15.888519,79666.22,5764.7563,331921.34,27007.318,745.39087,1.5258789e-05,34256.727,5995.7783,3576.9424,61458.492,1118.9177,9046.02,4194.028,21008.793,67209.6,8601.649,224.0368,39706.645,19563.482,1521.7059,16724.23,292.46857,
128,15850.16,167.4962,0.0024108887,5069.5303,7001.543,108019.82,16602.828,46451.492,47135.85,0.0005187988,1473.5089,126114.83,30077.31,16096.948,9681.77,9692.151,33279.88,461.64667,33372.86,45750.285,56852.094,22765.135,13213.884,12964.528,440.40515,15178.009,1633.8518,16.093369,79883.06,5863.4014,332673.12,27799.37,749.7135,1.5258789e-05,34665.09,6086.7456,3636.0547,61947.69,1125.7041,9298.597,4247.5967,21435.666,68689.695,8804.097,224.72757,40460.3,19788.87,1542.6223,17046.85,295.43097,
129,16203.777,172.64322,0.0024108887,5390.4995,7215.544,110503.21,16765.902,47271.805,47848.312,0.0005187988,1498.8552,126956.67,30442.098,16287.346,9790.381,9897.988,33656.184,467.78235,33844.754,45933.984,57137.57,23143.186,13448.62,13157.775,441.95126,15451.491,1655.9359,19.2462,80097.26,5964.174,333420.34,28607.875,753.95496,1.5258789e-05,35071.09,6178.5117,3699.024,62434.01,1132.7772,9570.3,4303.801,21881.775,70178.75,9010.342,225.537,41241.305,20015.723,1559.325,17342.262,298.5842,
130,16594.713,179.14424,0.0024108887,5739.9478,7423.102,113138.38,16922.623,48134.57,48566.99,0.0005187988,1525.1324,127787.86,30812.623,16503.832,9897.33,10103.791,34049.51,473.74307,34354.574,46114.273,57420.047,23448.932,13685.298,13352.87,443.49844,15707.293,1684.74,20.522583,80308.8,6065.1646,334162.75,29433.562,758.40674,1.5258789e-05,35476.473,6270.849,3764.6821,62885.207,1140.2313,9858.558,4361.215,22351.146,71656.14,9218.128,226.38474,42038.074,20244.092,1574.3008,17609.658,301.91858,
131,17015.121,186.05916,0.0024108887,6093.517,7632.9844,115898.375,17079.39,49035.668,49293.824,0.0005187988,1549.939,128554.56,31184.37,16734.248,10006.788,10295.139,34440.566,479.56607,34810.734,46291.53,57702.66,23755.24,13922.774,13552.629,445.08728,15933.338,1716.6515,18.911957,80517.69,6167.9287,334900.53,30276.934,762.8068,1.5258789e-05,35887.254,6366.3223,3832.8704,63338.547,1147.7522,10165.079,4419.324,22891.719,73218.734,9430.337,227.08536,42864.562,20474.207,1589.54,17882.479,305.55353,
132,17475.88,193.81076,0.0024108887,6447.767,7865.4536,118805.7,17230.918,49994.266,49986.094,0.0005187988,1575.2875,129290.61,31551.344,16973.355,10117.209,10475.26,34823.777,485.34525,35153.637,46465.754,57984.016,24072.754,14187.218,13752.119,446.8346,16129.065,1753.3567,16.379776,80723.99,6270.34,335633.56,31140.273,767.6792,1.5258789e-05,36302.047,6467.3574,3903.2869,63763.63,1155.7754,10483.783,4478.5664,23472.838,74805.33,9647.972,227.74147,43708.867,20706.365,1601.4297,18153.762,309.47815,
133,17949.57,200.96048,0.0024108887,6796.436,8102.879,121854.35,17384.352,50981.24,50688.46,0.0005187988,1601.433,130018.37,31912.832,17220.115,10207.527,10658.774,35187.684,491.06873,35483.6,46645.79,58261.773,24400.871,14460.139,13907.499,448.38507,16296.991,1791.1301,13.849564,80927.73,6357.033,336361.97,32018.422,772.68207,1.5258789e-05,36721.594,6570.111,3977.4756,64175.168,1165.3452,10815.242,4536.2153,24115.627,76524.9,9870.786,228.41287,44336.043,20940.213,1612.784,18409.115,314.1496,
134,18441.494,208.01999,0.0024108887,7171.1426,8328.59,125000.47,17537.482,52144.7,51397.11,0.0005187988,1626.9575,130735.625,32276.064,17470.695,10292.617,10850.053,35500.07,496.7307,35805.555,46836.668,58536.72,24735.797,14731.851,14054.442,452.0283,16439.504,1830.6002,11.742905,81128.91,6449.5283,337085.7,32920.633,778.01306,1.5258789e-05,37124.125,6677.3555,4056.3105,64582.348,1175.4241,11167.249,4588.462,24803.094,78326.445,10108.718,229.15613,44799.395,21176.1,1624.0662,18632.096,319.61987,
135,18992.832,215.37471,0.0024108887,7569.469,8571.743,128157.34,17703.676,53477.758,52121.47,0.0005187988,1652.0706,131452.47,32637.4,17727.268,10394.077,11034.408,35818.785,502.3382,36128.29,47032.207,58811.758,25073.836,15008.934,14204.683,456.0606,16580.973,1870.0745,10.269012,81327.53,6544.032,337804.56,33848.453,783.8141,1.5258789e-05,37510.57,6791.3945,4140.363,64988.793,1186.3738,11539.435,4642.954,25311.246,80185.01,10363.66,230.09271,45268.047,21415.205,1636.1074,18854.258,325.59723,
136,19553.727,223.36581,0.0024108887,7977.8145,8846.914,131448.42,17874.424,54876.055,52875.023,0.0005187988,1676.9626,132163.48,32996.664,17988.936,10499.764,11208.016,36140.65,507.85703,36465.406,47237.42,59083.844,25421.213,15282.029,14358.279,459.8104,16721.941,1905.2938,9.067886,81523.65,6636.428,338518.97,34799.332,789.8579,1.5258789e-05,37903.766,6905.348,4228.9395,65395.617,1198.3845,11937.828,4695.9067,25715.23,82494.11,10623.632,231.24554,45743.266,21670.281,1647.6144,19078.068,332.0388,
137,20106.07,232.0438,0.0024108887,8393.167,9144.354,134634.08,18038.61,56349.105,53640.0,0.0005187988,1701.5912,132866.4,33341.547,18221.42,10604.901,11351.668,36494.3,512.9613,36771.254,47440.043,59353.13,25760.99,15557.878,14509.966,463.35046,16861.295,1939.947,8.122223,81717.28,6722.909,339228.66,35769.23,797.1134,1.5258789e-05,38324.652,7029.3613,4321.9136,65800.586,1211.1256,12370.34,4747.7544,26110.965,84998.36,10889.164,232.45961,46224.293,21929.08,1658.9818,19304.152,339.1079,
